"Species"	"Comparison"	"D.obs"	"eq.P"	"eq.mean.sim"	"eq.se.sim"	"si12.P"	"si12.mean.sim"	"si12.se.sim"	"si21.P"	"si21.mean.sim"	"si21.se.sim"	"an_breadth"	"Niche_expansion"	"Niche_stability"	"Niche_unfilling"	"migration"	"clade"	"ENClade"	"Migration"	"Distance"	"Area"	"Hypo_br_area"	"Hypo_wi_area"	"SpeciesID"	"FDB_valid"	"FDB_where_included_if_not_split"	"IOC3_1_Genus"	"IOC3_1_Family"	"DB_actual_V1.0"	"EN_groups"	"CPH_ranges_comments"	"CPH_range"	"Extinct_full"	"Extinct_partial"	"Marine_full"	"Marine_partial"	"Migratory_status"	"Migr_dir_full"	"Migr_dir_partial"	"Migr_dir_local"	"Migr_disp_full"	"Migr_disp_partial"	"Migr_disp_local"	"Migr_altitidinal"	"Irruptive"	"Nomad_full"	"Nomad_partial"	"Nomad_local"	"Resid_full"	"Resid_partial"	"Unknown"	"Uncertain"	"Migratory_status_Comments"	"Doublechecked"
"Monticola_cinclorhynchus"	"hypo_br"	0.125087277792403	1	0.157696800212547	NA	0.5	0.0335300439073394	NA	0.5	0.0300384676522435	NA	NA	0.0054537310303329	0.994546268969667	0.837428079801536	"mig"	"Oenanthe-Saxicola clade"	"Oenanthe-Saxicola clade"	"mig"	"long"	107	122	92	8797	TRUE	""	"Monticola"	"Muscicapidae"	1	"Oenanthe-Saxicola clade"	""	TRUE	0	0	0	0	"migratory"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	1
"Monticola_cinclorhynchus"	"hypo_wi"	0.121202562819478	1	0.126988386380104	NA	1	0.187744539863813	NA	0.5	0	NA	NA	0.435301107631745	0.564698892368255	0.830400466507297	"mig"	"Oenanthe-Saxicola clade"	"Oenanthe-Saxicola clade"	"mig"	"long"	107	122	92	8797	TRUE	""	"Monticola"	"Muscicapidae"	1	"Oenanthe-Saxicola clade"	""	TRUE	0	0	0	0	"migratory"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	1
"Monticola_explorator"	"real"	0.614582955408597	0.5	0.541281406986134	NA	0.5	0.119540606241932	NA	0.5	0	NA	6.92056963999578	0.076627826201495	0.923372173798505	0.270175844162483	"res"	"Oenanthe-Saxicola clade"	"Oenanthe-Saxicola clade"	"res"	NA	116	116	116	8790	TRUE	""	"Monticola"	"Muscicapidae"	0	"Oenanthe-Saxicola clade"	""	TRUE	0	0	0	0	"resident"	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	"mainly resident with some altitud movements"	1
"Monticola_gularis"	"real"	0.333886461248502	1	0.670514887327616	NA	0.5	0.0825331305449054	NA	0.5	0	NA	6.709377086098	0.171814227467273	0.828185772532727	0.171267798405307	"mig"	"Oenanthe-Saxicola clade"	"Oenanthe-Saxicola clade"	"mig"	"long"	464	478	450	8798	TRUE	""	"Monticola"	"Muscicapidae"	1	"Oenanthe-Saxicola clade"	""	TRUE	0	0	0	0	"migratory"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	1
"Monticola_gularis"	"hypo_br"	0.117718524103172	1	0.208489570750395	NA	0.5	0.0155244370550175	NA	0.5	0	NA	NA	0.760256000764818	0.239743999235182	0.48001708022222	"mig"	"Oenanthe-Saxicola clade"	"Oenanthe-Saxicola clade"	"mig"	"long"	464	478	450	8798	TRUE	""	"Monticola"	"Muscicapidae"	1	"Oenanthe-Saxicola clade"	""	TRUE	0	0	0	0	"migratory"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	1
"Monticola_gularis"	"hypo_wi"	0	1	0.054389833074276	NA	1	0	NA	1	0.0011045585376781	NA	NA	1	0	1	"mig"	"Oenanthe-Saxicola clade"	"Oenanthe-Saxicola clade"	"mig"	"long"	464	478	450	8798	TRUE	""	"Monticola"	"Muscicapidae"	1	"Oenanthe-Saxicola clade"	""	TRUE	0	0	0	0	"migratory"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	1
"Monticola_rufiventris"	"real"	0.305340438064739	0.5	0.194827672352239	NA	0.5	0.190295277381444	NA	0.5	0.0383354958323603	NA	7.1911962302652	0.209887958819787	0.790112041180213	0.350060795712826	"res"	"Oenanthe-Saxicola clade"	"Oenanthe-Saxicola clade"	"mig"	"short"	693	746	640	8796	TRUE	""	"Monticola"	"Muscicapidae"	1	"Oenanthe-Saxicola clade"	""	TRUE	0	0	0	0	"migratory"	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	"largely sedentary with limited vertical movements, but seasonal occurrence in some different parts of range mapped and described"	1
"Monticola_rufiventris"	"hypo_br"	0.27757438254599	0.5	0.212081804502162	NA	0.5	0.142092572679084	NA	0.5	0.10079921375449	NA	NA	0.213458243050834	0.786541756949166	0.371220883463137	"res"	"Oenanthe-Saxicola clade"	"Oenanthe-Saxicola clade"	"mig"	"short"	693	746	640	8796	TRUE	""	"Monticola"	"Muscicapidae"	1	"Oenanthe-Saxicola clade"	""	TRUE	0	0	0	0	"migratory"	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	"largely sedentary with limited vertical movements, but seasonal occurrence in some different parts of range mapped and described"	1
"Monticola_rufiventris"	"hypo_wi"	0.294870000213818	0.5	0.188690113643144	NA	0.5	0.226453730446298	NA	0.5	0.00531443431755751	NA	NA	0.231906338460112	0.768093661539888	0.328242531083744	"res"	"Oenanthe-Saxicola clade"	"Oenanthe-Saxicola clade"	"mig"	"short"	693	746	640	8796	TRUE	""	"Monticola"	"Muscicapidae"	1	"Oenanthe-Saxicola clade"	""	TRUE	0	0	0	0	"migratory"	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	"largely sedentary with limited vertical movements, but seasonal occurrence in some different parts of range mapped and described"	1
"Monticola_rufocinereus"	"real"	0.785376421282829	1	0.804166840022347	NA	0.5	0.202416548289914	NA	0.5	0.0541743197290181	NA	6.95466822076648	0.0290678571345935	0.970932142865407	0.0179002812599476	"res"	"Oenanthe-Saxicola clade"	"Oenanthe-Saxicola clade"	"res"	NA	168	168	168	8794	TRUE	""	"Monticola"	"Muscicapidae"	0	"Oenanthe-Saxicola clade"	""	TRUE	0	0	0	0	"resident"	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	"sedentary, perhaps partial migrant as sesaonal occurrence reported and local altitud movements in one area"	1
"Monticola_rupestris"	"real"	0.132827463520473	1	0.340870254421157	NA	0.5	0.0107594136546062	NA	1	0.411197784168352	NA	7.18158719629229	0.710326617037884	0.289673382962116	0.797029410770692	"mig"	"Oenanthe-Saxicola clade"	"Oenanthe-Saxicola clade"	"res"	NA	156	156	156	8789	TRUE	""	"Monticola"	"Muscicapidae"	0	"Oenanthe-Saxicola clade"	""	TRUE	0	0	0	0	"resident"	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	"mainly sedentary, some local altitud movements"	1
"Monticola_saxatilis"	"real"	0.589898316070708	0.5	0.454426435727713	NA	0.5	0.144469571701608	NA	0.5	0.0130952848657278	NA	6.73166128605196	0.0406490987637947	0.959350901236205	0.0665848638653316	"res"	"Oenanthe-Saxicola clade"	"Oenanthe-Saxicola clade"	"mig"	"long"	1311	644	1978	8793	TRUE	""	"Monticola"	"Muscicapidae"	1	"Oenanthe-Saxicola clade"	""	TRUE	0	0	0	0	"migratory"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	1
"Monticola_saxatilis"	"hypo_br"	0.550967624105623	0.5	0.485383995230256	NA	0.5	0.385630091437184	NA	0.5	0.0195306958365393	NA	NA	0.170835304045716	0.829164695954283	0.116140598782184	"res"	"Oenanthe-Saxicola clade"	"Oenanthe-Saxicola clade"	"mig"	"long"	1311	644	1978	8793	TRUE	""	"Monticola"	"Muscicapidae"	1	"Oenanthe-Saxicola clade"	""	TRUE	0	0	0	0	"migratory"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	1
"Monticola_saxatilis"	"hypo_wi"	0.0355260728051418	1	0.145517999963699	NA	0.5	0	NA	0.5	0.0103316187611374	NA	NA	0.936669157539394	0.0633308424606059	0.92357509716961	"res"	"Oenanthe-Saxicola clade"	"Oenanthe-Saxicola clade"	"mig"	"long"	1311	644	1978	8793	TRUE	""	"Monticola"	"Muscicapidae"	1	"Oenanthe-Saxicola clade"	""	TRUE	0	0	0	0	"migratory"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	1
"Monticola_semirufus"	"real"	0.0734658684270917	1	0.589106991981232	NA	0.5	0.00938800466971834	NA	0.5	0	NA	7.06651517762212	0.713087302751769	0.286912697248231	0.852560153663471	"res"	"Oenanthe-Saxicola clade"	"Oenanthe-Saxicola clade"	"res"	NA	84	84	84	8788	TRUE	""	"Monticola"	"Muscicapidae"	0	"Oenanthe-Saxicola clade"	""	TRUE	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	""	NA
"Monticola_sharpei"	"real"	0.000916848493444422	1	0.0644500586993282	NA	1	0.00259832295115114	NA	0.5	0	NA	8.66789681160478	0.999326763788065	0.000673236211935128	0.999377717743167	"mig"	"Oenanthe-Saxicola clade"	"Oenanthe-Saxicola clade"	"res"	NA	76	72	72	8800	TRUE	""	"Monticola"	"Muscicapidae"	0	"Oenanthe-Saxicola clade"	"merged several CPH ranges; records for Monticola sharpei bensoni are separate as Pseudocossyphus bensoni"	TRUE	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	""	NA
"Monticola_solitarius"	"real"	0.569258033783036	0.5	0.465564013124876	NA	0.5	0.0636730520507137	NA	0.5	0.143056564357714	NA	7.02298412767427	0.062234990687134	0.937765009312866	0.00115162311502011	"res"	"Oenanthe-Saxicola clade"	"Oenanthe-Saxicola clade"	"mig"	"short"	3702	4660	2744	8795	TRUE	""	"Monticola"	"Muscicapidae"	1	"Oenanthe-Saxicola clade"	""	TRUE	0	0	0	0	"migratory"	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	"sedentary, partial, altitud and full migrant"	1
"Monticola_solitarius"	"hypo_br"	0.356336797911982	0.5	0.314497092925752	NA	0.5	0.17758980405989	NA	0.5	0.00210775407654673	NA	NA	0.0747342350543763	0.925265764945624	0.078399555828966	"res"	"Oenanthe-Saxicola clade"	"Oenanthe-Saxicola clade"	"mig"	"short"	3702	4660	2744	8795	TRUE	""	"Monticola"	"Muscicapidae"	1	"Oenanthe-Saxicola clade"	""	TRUE	0	0	0	0	"migratory"	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	"sedentary, partial, altitud and full migrant"	1
"Monticola_solitarius"	"hypo_wi"	0.313588235671856	1	0.344963605214118	NA	0.5	1.11022302462516e-16	NA	0.5	0.0811145552966579	NA	NA	0.208042776851541	0.791957223148459	0.165341131853048	"res"	"Oenanthe-Saxicola clade"	"Oenanthe-Saxicola clade"	"mig"	"short"	3702	4660	2744	8795	TRUE	""	"Monticola"	"Muscicapidae"	1	"Oenanthe-Saxicola clade"	""	TRUE	0	0	0	0	"migratory"	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	"sedentary, partial, altitud and full migrant"	1
"Muscisaxicola_albifrons"	"real"	0.387757648352883	0.5	0.37177325852277	NA	0.5	0.0110997212116287	NA	0.5	0	NA	7.34082993827652	0.287278895760802	0.712721104239198	0.381724395000713	"res"	"Xolmiini"	"Xolmiini"	"res"	NA	70	70	70	5312	TRUE	""	"Muscisaxicola"	"Tyrannidae"	0	"Xolmiini"	""	TRUE	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	""	NA
"Muscisaxicola_albilora"	"real"	0.296583152177727	1	0.334082093030943	NA	0.5	0.00987230079772494	NA	0.5	0.0121315737451528	NA	7.86339287652538	0.555864460949181	0.444135539050819	0.304156102896562	"mig"	"Xolmiini"	"Xolmiini"	"mig"	"short"	150	230	70	5316	TRUE	""	"Muscisaxicola"	"Tyrannidae"	1	"Xolmiini"	""	TRUE	0	0	0	0	"migratory"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	1
"Muscisaxicola_albilora"	"hypo_br"	0.457421463060171	0.5	0.320950556844297	NA	0.5	0.0961423742796887	NA	0.5	0.0325043148199645	NA	NA	0.195060719644171	0.804939280355829	0.225863211341205	"mig"	"Xolmiini"	"Xolmiini"	"mig"	"short"	150	230	70	5316	TRUE	""	"Muscisaxicola"	"Tyrannidae"	1	"Xolmiini"	""	TRUE	0	0	0	0	"migratory"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	1
"Muscisaxicola_albilora"	"hypo_wi"	0.117114297558314	1	0.23069415157093	NA	0.5	0.0504042015342341	NA	0.5	0	NA	NA	0.780811424919402	0.219188575080598	0.65802468804032	"mig"	"Xolmiini"	"Xolmiini"	"mig"	"short"	150	230	70	5316	TRUE	""	"Muscisaxicola"	"Tyrannidae"	1	"Xolmiini"	""	TRUE	0	0	0	0	"migratory"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	1
"Muscisaxicola_alpinus"	"real"	0.503105381236577	1	0.607594697048021	NA	0.5	0.00346606363445379	NA	0.5	0.00829354406752181	NA	6.69023421007418	0.226942651593283	0.773057348406717	0.0867125528302371	"res"	"Xolmiini"	"Xolmiini"	"res"	NA	32	32	32	5317	TRUE	""	"Muscisaxicola"	"Tyrannidae"	0	"Xolmiini"	""	TRUE	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	""	NA
"Muscisaxicola_capistratus"	"real"	0.282909074106693	1	0.311726072402745	NA	0.5	0.104670890083418	NA	0.5	0.204832464995465	NA	7.882996181068	0.511311380723922	0.488688619276078	0.120311754996735	"mig"	"Xolmiini"	"Xolmiini"	"mig"	"short"	203	308	98	5318	TRUE	""	"Muscisaxicola"	"Tyrannidae"	1	"Xolmiini"	""	TRUE	0	0	0	0	"migratory"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	1
"Muscisaxicola_capistratus"	"hypo_br"	0.38887397802636	0.5	0.28678319693147	NA	0.5	0.342311696132737	NA	0.5	0.00580918749518322	NA	NA	0.396806663736934	0.603193336263066	0.477750788578111	"mig"	"Xolmiini"	"Xolmiini"	"mig"	"short"	203	308	98	5318	TRUE	""	"Muscisaxicola"	"Tyrannidae"	1	"Xolmiini"	""	TRUE	0	0	0	0	"migratory"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	1
"Muscisaxicola_capistratus"	"hypo_wi"	0.102372481762545	1	0.22118243477998	NA	1	0.208792890842973	NA	0.5	0	NA	NA	0.797367607299909	0.202632392700091	0.741126452108291	"mig"	"Xolmiini"	"Xolmiini"	"mig"	"short"	203	308	98	5318	TRUE	""	"Muscisaxicola"	"Tyrannidae"	1	"Xolmiini"	""	TRUE	0	0	0	0	"migratory"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	1
"Muscisaxicola_cinereus"	"real"	0.38371625673137	0.5	0.367110023870183	NA	0.5	0.0146650681467868	NA	0.5	0.00066859535719288	NA	7.93256925601924	0.410901027427512	0.589098972572488	0.331132616027304	"mig"	"Xolmiini"	"Xolmiini"	"mig"	"short"	154	204	104	5311	TRUE	""	"Muscisaxicola"	"Tyrannidae"	1	"Xolmiini"	""	TRUE	0	0	0	0	"migratory"	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	"some migration N during austral winter"	1
"Muscisaxicola_cinereus"	"hypo_br"	0.463187962288363	0.5	0.381595015971132	NA	0.5	0.0249524978060953	NA	0.5	0	NA	NA	0.284008144174916	0.715991855825084	0.240171061300805	"mig"	"Xolmiini"	"Xolmiini"	"mig"	"short"	154	204	104	5311	TRUE	""	"Muscisaxicola"	"Tyrannidae"	1	"Xolmiini"	""	TRUE	0	0	0	0	"migratory"	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	"some migration N during austral winter"	1
"Muscisaxicola_cinereus"	"hypo_wi"	0.395149168445181	0.5	0.329514656987744	NA	0.5	0.010877992796515	NA	0.5	0.0055452682049113	NA	NA	0.3942965109669	0.6057034890331	0.369486137078652	"mig"	"Xolmiini"	"Xolmiini"	"mig"	"short"	154	204	104	5311	TRUE	""	"Muscisaxicola"	"Tyrannidae"	1	"Xolmiini"	""	TRUE	0	0	0	0	"migratory"	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	"some migration N during austral winter"	1
"Muscisaxicola_flavinucha"	"real"	0.37793143482927	0.5	0.275377815528709	NA	0.5	7.61629001148068e-05	NA	0.5	0.00180459719106363	NA	7.58997211040858	0.476102977499603	0.523897022500397	0.341461543131515	"mig"	"Xolmiini"	"Xolmiini"	"mig"	"short"	151	184	118	5313	TRUE	""	"Muscisaxicola"	"Tyrannidae"	1	"Xolmiini"	""	TRUE	0	0	0	0	"migratory"	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	"migratory, S birds mostly moving N"	1
"Muscisaxicola_flavinucha"	"hypo_br"	0.394726323501469	0.5	0.319604829159355	NA	0.5	0.0279221271066445	NA	0.5	0.000300852316893474	NA	NA	0.308371658083691	0.691628341916309	0.335733340606762	"mig"	"Xolmiini"	"Xolmiini"	"mig"	"short"	151	184	118	5313	TRUE	""	"Muscisaxicola"	"Tyrannidae"	1	"Xolmiini"	""	TRUE	0	0	0	0	"migratory"	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	"migratory, S birds mostly moving N"	1
"Muscisaxicola_flavinucha"	"hypo_wi"	0.0276828432059364	1	0.187703939671148	NA	1	0.0380951140004753	NA	0.5	0	NA	NA	0.957409612500418	0.0425903874995823	0.917349949054842	"mig"	"Xolmiini"	"Xolmiini"	"mig"	"short"	151	184	118	5313	TRUE	""	"Muscisaxicola"	"Tyrannidae"	1	"Xolmiini"	""	TRUE	0	0	0	0	"migratory"	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	"migratory, S birds mostly moving N"	1
"Muscisaxicola_fluviatilis"	"real"	0.297269287252324	0.5	0.289460545690438	NA	1	0.656900824527816	NA	0.5	0.101895802990434	NA	6.94076662385679	0.433136962594623	0.566863037405376	0.282428086973233	"res"	"Xolmiini"	"Xolmiini"	"res"	NA	374	374	374	5307	TRUE	""	"Muscisaxicola"	"Tyrannidae"	0	"Xolmiini"	""	TRUE	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	""	NA
"Muscisaxicola_frontalis"	"real"	0.151466242677894	1	0.232883776510594	NA	0.5	0.0822407004339196	NA	0.5	0	NA	7.57525508146984	0.892458004986601	0.107541995013399	0.778488124900644	"mig"	"Xolmiini"	"Xolmiini"	"mig"	"short"	95	132	58	5319	TRUE	""	"Muscisaxicola"	"Tyrannidae"	1	"Xolmiini"	""	TRUE	0	0	0	0	"migratory"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	1
"Muscisaxicola_frontalis"	"hypo_br"	0.330461452534902	0.5	0.282307182330158	NA	0.5	0.0247910203346122	NA	0.5	0	NA	NA	0.563275156550906	0.436724843449094	0.491144810709745	"mig"	"Xolmiini"	"Xolmiini"	"mig"	"short"	95	132	58	5319	TRUE	""	"Muscisaxicola"	"Tyrannidae"	1	"Xolmiini"	""	TRUE	0	0	0	0	"migratory"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	1
"Muscisaxicola_frontalis"	"hypo_wi"	0.000758453936794745	1	0.177535629068221	NA	1	0.0365002998699119	NA	0.5	0	NA	NA	0.998874442600708	0.0011255573992923	0.998774535715396	"mig"	"Xolmiini"	"Xolmiini"	"mig"	"short"	95	132	58	5319	TRUE	""	"Muscisaxicola"	"Tyrannidae"	1	"Xolmiini"	""	TRUE	0	0	0	0	"migratory"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	1
"Muscisaxicola_griseus"	"real"	0.361011117517182	1	0.439881860428977	NA	0.5	0.0276686700704001	NA	0.5	0.00172433746226064	NA	7.45604740986098	0.168830925888312	0.831169074111688	0.289249651350697	"res"	"Xolmiini"	"Xolmiini"	"res"	NA	90	90	90	5309	TRUE	""	"Muscisaxicola"	"Tyrannidae"	0	"Xolmiini"	""	TRUE	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	""	NA
"Muscisaxicola_juninensis"	"real"	0.474399590722104	0.5	0.403218893135064	NA	0.5	0.0624349762048785	NA	0.5	0	NA	7.37565307837288	0.212823730235982	0.787176269764018	0.193839450729183	"res"	"Xolmiini"	"Xolmiini"	"res"	NA	98	98	98	5310	TRUE	""	"Muscisaxicola"	"Tyrannidae"	0	"Xolmiini"	""	TRUE	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	""	NA
"Muscisaxicola_maclovianus"	"real"	0.511539559951485	0.5	0.444641984065073	NA	0.5	1.11022302462516e-16	NA	0.5	0.0313119213715672	NA	8.06949977104218	0.296890205429231	0.703109794570769	0.0685673924610608	"mig"	"Xolmiini"	"Xolmiini"	"mig"	"short"	455	746	164	5315	TRUE	""	"Muscisaxicola"	"Tyrannidae"	1	"Xolmiini"	""	TRUE	0	0	0	0	"migratory"	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	"resident island popltn, mainland popltns migratory"	1
"Muscisaxicola_maclovianus"	"hypo_br"	0.527120335515576	0.5	0.420809811918266	NA	0.5	0.276732751934454	NA	0.5	0.237535647115543	NA	NA	0.211616563280786	0.788383436719214	0.243959054281038	"mig"	"Xolmiini"	"Xolmiini"	"mig"	"short"	455	746	164	5315	TRUE	""	"Muscisaxicola"	"Tyrannidae"	1	"Xolmiini"	""	TRUE	0	0	0	0	"migratory"	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	"resident island popltn, mainland popltns migratory"	1
"Muscisaxicola_maclovianus"	"hypo_wi"	0.316593120459784	1	0.378746805909838	NA	0.5	0	NA	0.5	0.081379328858771	NA	NA	0.410116838669571	0.589883161330429	0.188631486978486	"mig"	"Xolmiini"	"Xolmiini"	"mig"	"short"	455	746	164	5315	TRUE	""	"Muscisaxicola"	"Tyrannidae"	1	"Xolmiini"	""	TRUE	0	0	0	0	"migratory"	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	"resident island popltn, mainland popltns migratory"	1
"Muscisaxicola_maculirostris"	"real"	0.416828805612828	0.5	0.333095925753016	NA	0.5	0.0144506425043146	NA	0.5	0.0246248566903654	NA	8.02486028571736	0.271837287022138	0.728162712977862	0.423086472714881	"mig"	"Xolmiini"	"Xolmiini"	"mig"	"short"	387	346	428	5308	TRUE	""	"Muscisaxicola"	"Tyrannidae"	1	"Xolmiini"	""	TRUE	0	0	0	0	"migratory"	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	"mostly resident, at least a partial migrant in S portion of range, most birds moving N after breeding"	1
"Muscisaxicola_maculirostris"	"hypo_br"	0.417880918332667	0.5	0.335058693037453	NA	0.5	0.00208853554870625	NA	0.5	0.0522780902329154	NA	NA	0.257523009818528	0.742476990181472	0.309002373711221	"mig"	"Xolmiini"	"Xolmiini"	"mig"	"short"	387	346	428	5308	TRUE	""	"Muscisaxicola"	"Tyrannidae"	1	"Xolmiini"	""	TRUE	0	0	0	0	"migratory"	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	"mostly resident, at least a partial migrant in S portion of range, most birds moving N after breeding"	1
"Muscisaxicola_maculirostris"	"hypo_wi"	0.336176133657111	0.5	0.268931497290299	NA	0.5	0.0804355689657192	NA	0.5	0.224131596619774	NA	NA	0.536819703953324	0.463180296046676	0.439965088549718	"mig"	"Xolmiini"	"Xolmiini"	"mig"	"short"	387	346	428	5308	TRUE	""	"Muscisaxicola"	"Tyrannidae"	1	"Xolmiini"	""	TRUE	0	0	0	0	"migratory"	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	"mostly resident, at least a partial migrant in S portion of range, most birds moving N after breeding"	1
"Muscisaxicola_rufivertex"	"real"	0.499985107137084	0.5	0.353865036365064	NA	0.5	0.0352539981286835	NA	0.5	0.0034032746473347	NA	7.65145671063922	0.212305547220409	0.787694452779591	0.275687413255866	"res"	"Xolmiini"	"Xolmiini"	"res"	NA	194	194	194	5314	TRUE	""	"Muscisaxicola"	"Tyrannidae"	0	"Xolmiini"	""	TRUE	0	0	0	0	"resident"	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	"not well known, some races altitud migrants and may migrate N, no definite evidence of long distance migration"	1
"Myioborus_albifrons"	"real"	0.334865208632148	0.5	0.281841724798793	NA	0.5	0.0218583756566856	NA	0.5	0.0511491519165103	NA	6.23840380375375	0.180164572546674	0.819835427453326	0.340226013976367	"res"	"Setophaga-Basileuterus clade"	"Setophaga-Basileuterus clade"	"res"	NA	12	12	12	9855	TRUE	""	"Myioborus"	"Parulidae"	0	"Setophaga-Basileuterus clade"	""	TRUE	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	""	NA
"Myioborus_brunniceps"	"real"	0.0621445858659906	1	0.182117016220089	NA	1	0.168459320741397	NA	0.5	0.0405795962805446	NA	7.6888875135808	0.710466280445824	0.289533719554176	0.859065793783843	"res"	"Setophaga-Basileuterus clade"	"Setophaga-Basileuterus clade"	"res"	NA	72	72	72	9853	TRUE	""	"Myioborus"	"Parulidae"	0	"Setophaga-Basileuterus clade"	""	TRUE	0	0	0	0	"resident"	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	"altitud migrant in at least S part of range"	1
"Myioborus_miniatus"	"real"	0.459734894129	1	0.564710185111338	NA	0.5	0.0748918041141804	NA	0.5	0.324782017371889	NA	7.48378609706171	0.00644230234633953	0.99355769765366	0.0915737402052454	"res"	"Setophaga-Basileuterus clade"	"Setophaga-Basileuterus clade"	"res"	NA	490	490	490	9852	TRUE	""	"Myioborus"	"Parulidae"	0	"Setophaga-Basileuterus clade"	""	TRUE	0	0	0	0	"resident"	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	"N popltns are altitud migrants"	1
"Myioborus_ornatus"	"real"	0.539418797748757	1	0.598610652226034	NA	1	0.580918459255287	NA	0.5	0.215268742655388	NA	6.80218214994422	0.118792292467335	0.881207707532665	0.0112709203834731	"res"	"Setophaga-Basileuterus clade"	"Setophaga-Basileuterus clade"	"res"	NA	54	54	54	9856	TRUE	""	"Myioborus"	"Parulidae"	0	"Setophaga-Basileuterus clade"	""	TRUE	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	""	NA
"Myioborus_pictus"	"real"	0.166671178076639	1	0.255860908254093	NA	0.5	0.106515643874248	NA	1	0.218564002762154	NA	7.52895078225999	0.318479540928099	0.681520459071901	0.563179009624306	"mig"	"Setophaga-Basileuterus clade"	"Setophaga-Basileuterus clade"	"mig"	"short"	248	208	288	9851	TRUE	""	"Myioborus"	"Parulidae"	1	"Setophaga-Basileuterus clade"	""	TRUE	0	0	0	0	"migratory"	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	"resident in C and S of range, popltns breeding N mostly migrate S"	1
"Myioborus_pictus"	"hypo_br"	0.271578589436246	1	0.274696630123962	NA	0.5	0	NA	0.5	0.0221096740501333	NA	NA	0.353341371662615	0.646658628337385	0.410768774141779	"mig"	"Setophaga-Basileuterus clade"	"Setophaga-Basileuterus clade"	"mig"	"short"	248	208	288	9851	TRUE	""	"Myioborus"	"Parulidae"	1	"Setophaga-Basileuterus clade"	""	TRUE	0	0	0	0	"migratory"	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	"resident in C and S of range, popltns breeding N mostly migrate S"	1
